National Communication Categories,SG Source Sector,CCP mapping,IPCC,SourceName,Pollutant,EmissionYear,Emissions (MtCO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2012,0.153034735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2013,0.152563137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2014,0.160590901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2015,0.165267171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2016,0.163736488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2017,0.163389787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11a Manure management - CH4 - dairy cows,Managed Manure,CH4,2018,0.163660476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,BaseYear,0.015332834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,1990,0.015332834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,1995,0.015122682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,1998,0.015603303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,1999,0.015337023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2000,0.015149191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2001,0.01395046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2002,0.014169506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2003,0.014123547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2004,0.014228017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2005,0.014685348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2006,0.014606266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2007,0.014334614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2008,0.013963621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2009,0.013722743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2010,0.013748283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2011,0.013629594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2012,0.013444592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2013,0.013087714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2014,0.013140245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2015,0.013212537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2016,0.01311878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2017,0.012765936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Excreta,CH4,2018,0.012547902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,BaseYear,0.410256422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,1990,0.410256422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,1995,0.409042377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,1998,0.413446704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,1999,0.40759246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2000,0.406717916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2001,0.383322296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2002,0.386044103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2003,0.38779848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2004,0.391947249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2005,0.40036452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2006,0.391305566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2007,0.384851234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2008,0.371891327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2009,0.365305584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2010,0.367652626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2011,0.362935735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2012,0.35648285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2013,0.349058939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2014,0.344654796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2015,0.342508608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2016,0.341203951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2017,0.331218409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B11b Manure management - CH4 - other cattle,Managed Manure,CH4,2018,0.325541395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,BaseYear,0.025900832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,1990,0.025900832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,1995,0.024547126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,1998,0.025618608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,1999,0.025121351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2000,0.025185431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2001,0.023586808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2002,0.023089322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2003,0.022926445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2004,0.023039858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2005,0.023082073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2006,0.020881369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2007,0.022625884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2008,0.019991082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2009,0.020341769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2010,0.021304143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2011,0.022762756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2012,0.022444584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2013,0.020485317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2014,0.021459835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2015,0.022157588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2016,0.021497283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2017,0.022120733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Excreta,CH4,2018,0.020955054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,BaseYear,0.003308777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,1990,0.003308777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,1995,0.003318804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,1998,0.0034185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,1999,0.003452998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2000,0.003417566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2001,0.003250245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2002,0.00315709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2003,0.00314091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2004,0.003138478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2005,0.003122689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2006,0.002727363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2007,0.002964594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2008,0.00264201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2009,0.002719585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2010,0.002944457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2011,0.003206446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2012,0.003161872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2013,0.002874706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2014,0.00298176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2015,0.003117593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2016,0.002937267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2017,0.002990926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B12 Manure management - CH4 - sheep,Managed Manure,CH4,2018,0.002847261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,BaseYear,0.000154369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,1990,0.000154369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,1995,0.000249408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,1998,0.000372005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,1999,0.000342802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2000,0.000367876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2001,0.000435744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2002,0.000420524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2003,0.000404239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2004,0.000404745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2005,0.00040076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2006,0.000407862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2007,0.00043848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture,Agriculture and Related Land Use,Agriculture ,3B13 Manure management - CH4 - swine,Excreta,CH4,2008,0.00044354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
